"gene","ExprSpecificAdiposeSub","ExprSpecificAdiposeVisceral","ExprSpecificAdrenalGland","ExprSpecificArteryAorta","ExprSpecificArteryCoronary","ExprSpecificArteryTibial","ExprSpecificAmygdala","ExprSpecificAntCingCortex","ExprSpecificCaudate","ExprSpecificCerebHemisphere","ExprSpecificCerebellum","ExprSpecificCortex","ExprSpecificFCortex","ExprSpecificHippocampus","ExprSpecificHypothalamus","ExprSpecificNucAccumbens","ExprSpecificPutamen","ExprSpecificSpinalcord","ExprSpecificSubstantianigra","ExprSpecificBreast","ExprSpecificCellsLymphocytes","ExprSpecificCellsFirbroblasts","ExprSpecificColonSigmoid","ExprSpecificColonTransverse","ExprSpecificEsophGastJunction","ExprSpecificEsophMucosa","ExprSpecificEsophMuscularis","ExprSpecificHeartAtrialApp","ExprSpecificHeartLeftVent","ExprSpecificLiver","ExprSpecificLung","ExprSpecificMuscleSkeletal","ExprSpecificNerveTibial","ExprSpecificOvary","ExprSpecificPancreas","ExprSpecificPituitary","ExprSpecificProstate","ExprSpecificSkinSuprapubic","ExprSpecificSkinLowerLeg","ExprSpecificSmallIntestine","ExprSpecificSpleen","ExprSpecificStomach","ExprSpecificTestis","ExprSpecificThyroid","ExprSpecificUterus","ExprSpecificVagina","ExprSpecificWholeBlood","ExACpLI","ExACpRec","ExACpNull","ExACpMiss","CountsOverlap","CountsProtCodOverlap","StringCombined"
"HOXA13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.316391078890459,0.49116945907559,0.192786473237887,0.748648413462779,1,0,2
"GRB10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.367423738728048,0.632555946481429,2.03147905230319e-05,1.85417377255796,0,0,8
"FKBP14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.19320787675072e-05,0.396481259087196,0.603476808834036,-0.364984857207513,1,0,0
"STX1A",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910475757164848,0.0893857421888233,0.000138500646328376,2.97953931736613,2,1,6
"GHRHR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00267945937720418,0.983226465302438,0.0140940753203575,-0.559353843911645,0,0,2
"CHCHD2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000221319937862802,0.505424469374743,0.494354210687394,0.478389158623833,0,0,1
"HSPB1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.92483241362485e-06,0.157295070270267,0.842698004897319,1.5443171909896,0,0,8
"CYP3A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.21037691769514e-11,0.108487591322396,0.8915124086255,0.302771771298113,0,0,0
"TAF6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.00067416521660161,0.998446760598071,0.00087907418532706,2.87844503647002,3,1,3
"AIMP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00146308205811016,0.672818479143005,0.325718438798885,-1.44733193425771,2,0,0
"TFR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139030759104317,0.998145898983954,0.00171507025694183,1.42647146851823,0,0,1
"PAX4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.00337035582414097,0.950489987720829,0.04613965645503,-1.02101850090223,0,0,4
"PPP1R17",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000392906114832172,0.398605741109067,0.601001352776101,-0.571705234415614,0,0,1
"RBM28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04684238620984e-09,0.96182622848746,0.0381737694656975,-0.260121930672569,0,0,3
"IMPDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.00581185872999049,0.993226507694898,0.000961633575111018,2.36447365001018,0,0,2
"SERPINE1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219519976967254,0.77213078901791,0.00834923401483553,0.409947767452546,0,0,8
"AP1S1",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52022703354864,0.462792989576895,0.0169799768744653,1.96561056600338,1,0,0
"PLOD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88014355176489e-08,0.98552291925712,0.014477041941444,-0.329974966470059,1,1,5
"NOBOX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.74460520566748e-05,0.826163299243734,0.173799254704209,-1.80433013446673,0,0,1
"TMEM106B",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515078464231904,0.48109107386203,0.00383046190606626,0.375515589622474,0,0,1
"EZH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.999990079045986,9.92095387428438e-06,1.39275423749753e-13,5.44962202671529,1,0,7
"CEP41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000125629303655449,0.9562306676167,0.0436437030796448,-0.714784779502753,0,0,0
"SFRP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.45782556410063e-05,0.640387454834675,0.359567966909684,1.27541671776905,1,1,5
"POU6F2",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036907554163621,0.98953523186452,0.010095692593844,-0.32364944783972,4,0,1
"AHR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999872136742516,0.000127863243218978,1.42651971936925e-11,-0.499292578845676,1,0,6
"GLI3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.999994739435503,5.26056449062654e-06,6.00953250163151e-15,1.52220173473957,1,0,8
"BLVRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0832220297693768,0.906719372007726,0.0100585982228977,0.207222231119272,1,0,0
"PRKAG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977557428638321,0.022442394626663,1.76735016195424e-07,1.84610100827152,2,0,6
"AEBP1",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218798556316862,0.999773762404969,7.4390387143512e-06,1.30669129712871,1,0,1
"GCK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.204306172514215,0.793690928856395,0.0020028986293902,4.39041901091457,0,0,8
"BCL7B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706637383924404,0.289862997161816,0.00349961891377983,1.23938652041654,0,0,0
"TBL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00437650656905421,0.962897225818332,0.0327262676126133,0.373303863688457,0,0,0
"CLIP2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999881647285659,0.00011835270252381,1.1816995575238e-11,2.4290143300277,0,0,1
"EIF4H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922544880243499,0.0773595366435847,9.55831129158644e-05,3.23343498945836,1,0,0
"LIMK1",0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990896287164463,0.00910361771200914,9.5123527590164e-08,2.59363250358281,1,1,3
"SLC1A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.00127116672107192,0.990263239628326,0.00846559365060187,-1.67150888519162,1,0,1
"FKTN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000192375264435551,0.974989911177295,0.024817713558269,-0.635782264641447,0,0,0
"TGFBR1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.948697388130312,0.0512957820236531,6.8298460344921e-06,2.81331211512795,1,0,8
"C5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.61068968015523e-11,0.999999829018884,1.70925009246444e-07,-0.134203359742749,0,0,2
"ASPN",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233215368712169,0.962070788382964,0.014607674745819,0.168768918321961,1,1,8
"DNM1",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999863839316264,0.000136160680371301,3.36424024630027e-12,5.97310476816541,3,1,6
"ENG",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989617028317184,0.0103828404070345,1.31275781729863e-07,0.409367535589923,4,0,8
"AK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654809128002237,0.339455084388276,0.00573578760948633,0.600719056657587,2,0,4
"RIC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804233369730465,0.195766630140988,1.28547635056984e-10,-1.15130499649052,2,1,1
"DOCK8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.00013543398043996,0.999864565977926,4.1634243917315e-11,-2.77996007951453,3,1,0
"KANK1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316391078890459,0.49116945907559,0.192786473237887,0.748648413462779,8,0,1
"KCNT1",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534873818795492,0.994649439299045,1.82251299989033e-06,3.52244405015389,0,0,0
"TYRP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4.48055884907162e-21,2.52117897893201e-05,0.999974788210211,-3.42055235921172,1,0,2
"MPDZ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316391078890459,0.49116945907559,0.192786473237887,0.748648413462779,1,0,2
"LHX3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.158417722579245,0.825870045098314,0.0157122323224415,1.58022097989203,0,0,8
"GLIS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000100596771327456,0.997176535370395,0.00272286785827785,-2.68957407796132,4,0,0
"SETX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.200249583810895,0.799750416187103,2.00169354283551e-12,-1.76043806979661,0,0,2
"ABCA2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999515728741,4.84271258842093e-07,6.10819372573062e-21,5.36774103045514,1,1,0
"EXOSC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.701888823414483,0.294440053758721,0.00367112282679674,-0.191859921385089,3,1,0
"DVL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.157164971605877,0.842152650553916,0.000682377840206944,-1.00885470984996,1,1,8
"GATA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.882718840964597,0.117002181675328,0.000278977360074611,2.94908509076917,0,0,8
"HPS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5.9907099496673e-07,0.96719882033045,0.0328005805985547,-0.177058282225919,1,0,0
"PHYH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80976025439547e-05,0.686039880960885,0.313942021436571,-0.106183744603448,0,0,1
"DNMBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.15012174102811e-09,0.999839089953007,0.000160908896871288,-0.318368776683077,1,0,1
"ERLIN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.931709473902675,0.0682211462343103,6.93798630143403e-05,0.929143176042027,1,1,0
"CUBN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.03432572949695e-28,0.9999999775831,2.24169003645547e-08,-2.02085665483933,0,0,3
"CDH23",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506929591139338,0.949268622794338,3.84180917276542e-05,-0.238636849443187,3,1,0
"MICU1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67853966108127e-10,0.112016182759103,0.887983817073043,0.507191057889342,4,0,0
"BMPR1A",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768624359128999,0.23136080247985,1.48383911509633e-05,2.80754953988532,2,0,8
"MINPP1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454406266536868,0.54434013453342,0.00125359892971174,1.39238501866973,0,0,1
"ACTA2",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734223241103143,0.265236864045234,0.000539894851622421,3.88057002821212,3,1,8
"LIPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0112778036759298,0.979948141957582,0.00877405436648853,-0.145648507022524,7,1,4
"TWNK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.990313030047165,0.00968694754252451,2.24103102087424e-08,2.5606976353169,1,1,0
"FBXW4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691009777576757,0.979529351455477,0.0197796387669461,1.39724496936237,1,0,1
"FGF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.927194848734189,0.0724059880481627,0.000399163217648434,2.44469590575217,0,0,8
"PITX3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768360298132641,0.223498966160521,0.00814073570683795,2.4776254013073,0,0,6
"GBF1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.12350724274109e-07,0.999999587362748,2.8652727931814e-10,2.37668600987015,1,0,0
"SUFU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.99916148458521,0.000838508526336465,6.88845336496509e-09,2.54020594482353,3,0,3
"ANKRD26",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.08727863800569e-15,0.999440089149152,0.000559910850840408,-2.04504420678092,1,0,1
"ACBD5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061645689531942,0.937666667011874,0.000687643456184112,0.235043868058121,2,0,0
"MTPAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.91057549736558,0.0894188277423309,5.6748920892874e-06,1.29823188734316,4,0,0
"PITRM1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16194900224229e-16,0.192931146419485,0.807068853580514,-1.65679570754108,1,1,3
"STN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.32529699599379e-05,0.838151934839213,0.161834812190827,-0.172841607488194,0,0,1
"MAP3K8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870951295340519,0.128975742296884,7.29623625970077e-05,2.00499232864687,0,0,6
"DKK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075574375488613,0.872450160971675,0.0519754635397121,1.31904825073811,0,0,8
"EBF3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998590013761644,0.00140998129125642,4.94709964493925e-09,4.88847232429053,1,0,5
"SMC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.99999999949759,5.02409752404732e-10,4.79486782993066e-24,6.24787535351028,1,0,3
"SHOC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991705191552454,0.00829295945769003,1.84898985615785e-06,2.56787029416625,2,0,6
"TFAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.775627181230517,0.224042035295923,0.000330783473560395,0.864211220990834,0,0,0
"ZMIZ1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.999743700872505,0.000256299124316734,3.17807582517501e-12,4.22178413099101,0,0,2
"DNAJC12",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104073988925761,0.582424720076634,0.41747120593444,-0.561233878063331,3,0,0
"LGI1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997175814162011,0.00282405281279352,1.33025195751924e-07,2.6967548226647,0,0,1
"UBTF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999998048435118,1.95156487889973e-06,2.65313395153144e-15,5.60602637271262,2,0,5
"RGS9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03911077308728e-10,0.990678320266874,0.00932167952921484,0.183847888370601,1,0,5
"RNF43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324237751943356,0.675733696194151,2.85518624921115e-05,1.88440047885988,2,1,0
"WNT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946108101336536,0.0537046241528471,0.000187274510616586,4.22697313573077,1,0,8
"ASPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148801566444315,0.875683095035755,0.109436748319813,-0.662509702046868,1,1,1
"RAD51C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27808774468152e-09,0.195397780599171,0.804602215122741,0.377930446543666,0,0,3
